LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX_1,SEX_2,EDU_0,EDU_1,EDU_2,EDU_3,EDU_4,EDU_5,EDU_6,MARRIAGE_0,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3,pay_bucket_0_count,pay_bucket_1_count,pay_bucket_2_count,pay_bucket_3_count,pay_bucket_4_count,pay_bucket_5_count,pay_bucket_6_count,pay_bucket_7_count,pay_bucket_8_count,pay_bucket_-2_count,pay_bucket_-1_count,pay_bucket_0_flag,pay_bucket_1_flag,pay_bucket_2_flag,pay_bucket_3_flag,pay_bucket_4_flag,pay_bucket_5_flag,pay_bucket_6_flag,pay_bucket_7_flag,pay_bucket_8_flag,pay_bucket_-2_flag,pay_bucket_-1_flag,pay_amt_total,bill_amt_total,pay_to_billed_ratio,zero_bill_amount,utilization_avg,utilization_max,group,default payment next month
280000,48,9511,35852,36875,75016,38304,27383,35852,1467,1200,1792,15137,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,55448,222941,0.24871154251573285,0,0.1327029761904762,0.2679142857142857,M,1
90000,44,15089,17023,18451,17857,20256,20785,2500,2000,0,2700,1000,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8200,109461,0.07491252592247467,0,0.20270555555555556,0.23094444444444445,M,1
300000,31,34515,60700,33843,5045,10288,12565,30000,5000,5045,10288,5000,5000,0,1,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,60333,156956,0.3843943525574046,0,0.08719777777777778,0.20233333333333334,M,1
320000,28,11639,7508,5591,2371,4754,4932,2552,2016,0,12,5036,10306,1,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,19922,36795,0.54143225981791,0,0.0191640625,0.036371875,M,0
470000,32,19419,11006,15171,27319,31029,19211,11070,15202,27329,30203,33,16506,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,100343,123155,0.8147700052779018,0,0.04367198581560283,0.06601914893617021,M,0
280000,36,143650,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,143650,0.0,0,0.08550595238095239,0.5130357142857143,M,0
210000,34,862,1136,1511,54400,81139,82585,1144,1515,54409,30000,3759,435,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,91262,221633,0.4117708103035198,0,0.17589920634920636,0.39326190476190476,M,0
50000,53,20225,21190,90,390,1080,540,1800,90,690,1080,0,780,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,4440,43515,0.1020337814546708,0,0.14505,0.4238,M,0
110000,25,30079,29349,27630,22017,20517,18534,1494,1402,1534,800,700,616,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6546,148126,0.04419210671995463,0,0.22443333333333335,0.27344545454545455,M,1
90000,34,74012,76777,78594,39209,40057,40744,4600,4300,2700,1500,1400,2000,1,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16500,349393,0.047224758366653026,0,0.647024074074074,0.8732666666666666,M,0
60000,24,58819,59810,56566,30627,30203,28648,3000,1768,3954,1000,1500,1200,1,0,0,0,0,1,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12422,264673,0.046933385725026734,0,0.7352027777777778,0.9968333333333333,M,0
180000,32,64008,3414,3844,5344,4000,10395,3414,1500,1500,0,10395,3600,0,1,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,20409,91005,0.22426240316466128,0,0.08426388888888889,0.3556,M,0
120000,27,11238,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,11238,0.0,0,0.015608333333333333,0.09365,M,1
240000,39,2688,2688,2688,2688,2688,2688,2688,2688,2688,2688,2688,2688,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,16128,16128,1.0,0,0.0112,0.0112,M,0
130000,23,4459,13453,3656,5008,13734,14976,13485,3656,5024,13734,3000,822,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,39721,55286,0.7184639872662156,0,0.07087948717948718,0.1152,M,0
20000,36,223,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,223,0.0,0,0.0018583333333333331,0.01115,M,0
30000,22,22582,26518,25814,25110,24569,26357,4600,0,0,0,2200,2500,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,3,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,9300,150950,0.06160980457105002,0,0.8386111111111111,0.8839333333333333,M,0
30000,24,12800,0,0,90,-40,-3000,0,0,90,0,0,10400,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,1,10490,9850,1.0649746192893401,0,0.05472222222222223,0.4266666666666667,M,0
50000,33,23500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,23500,0.0,0,0.07833333333333332,0.47,M,0
30000,41,5413,13938,8448,8620,8000,0,9200,1000,172,160,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10532,44419,0.2371057430378892,0,0.24677222222222223,0.4646,M,0
50000,30,27369,6425,4580,0,0,0,0,1050,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,1,0,1050,38374,0.027362276541408246,0,0.12791333333333335,0.54738,M,0
290000,63,183800,187658,193030,195356,207180,211614,6820,8500,7020,15000,8000,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,45340,1178638,0.038468130163799234,0,0.6773781609195402,0.7297034482758621,M,1
70000,43,68228,65935,67454,67592,36515,37426,2378,2600,2613,1500,1500,1500,1,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12091,343150,0.035235319830977704,0,0.8170238095238095,0.9746857142857143,M,0
200000,30,148646,132606,136183,127438,124816,92037,5000,8500,3500,3000,25000,70000,0,1,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,115000,761726,0.15097292202182938,0,0.6347716666666666,0.74323,M,0
100000,36,53530,55081,55581,59253,61145,62181,3000,2000,4600,3000,2200,2500,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17300,346771,0.04988883153435553,0,0.5779516666666666,0.62181,M,1
100000,29,81839,82781,85536,90018,91151,89429,3200,5000,6800,3500,0,3400,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,21900,520754,0.04205440572708035,0,0.8679233333333333,0.91151,M,1
50000,55,37984,41234,37701,28181,28711,29368,3900,0,1300,1100,1100,1000,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8400,203179,0.041342855314771706,0,0.6772633333333333,0.82468,M,1
50000,32,316,282,316,316,316,316,282,350,316,316,316,316,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1896,1862,1.0182599355531687,0,0.006206666666666666,0.00632,M,0
180000,34,13954,5589,4312,2490,0,0,5589,4312,2490,0,0,150,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,1,12541,26345,0.47602960713607895,0,0.024393518518518516,0.07752222222222223,M,0
300000,25,780,390,334,780,2590,1490,390,334,780,2590,1490,11813,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,17397,6364,2.7336580766813325,0,0.0035355555555555557,0.008633333333333333,M,0
500000,28,302089,279409,258310,221792,201215,183739,10049,10106,9021,7029,9093,10018,0,1,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55316,1446554,0.03823984448558436,0,0.4821846666666667,0.604178,M,0
140000,35,148305,141907,141940,113028,112667,112318,0,7000,3923,4000,4100,4788,0,1,0,0,1,0,0,0,0,0,0,1,0,4,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,23811,770165,0.030916751605175513,0,0.9168630952380952,1.0593214285714285,M,0
90000,40,89789,88337,85248,86483,87765,85855,7069,0,3500,3500,3500,3200,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,20769,523477,0.039675095562937815,0,0.9694018518518519,0.9976555555555555,M,0
180000,44,0,0,0,0,0,0,0,0,0,0,0,4003,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,4003,0,4003.0,1,0.0,0.0,M,0
50000,55,30900,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,30900,0.0,0,0.103,0.618,M,1
100000,44,39000,40123,41217,42193,44722,44024,1900,1900,1800,3200,0,2000,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10800,251279,0.0429801137381158,0,0.4187983333333334,0.44722,M,0
50000,23,50025,22656,19610,17801,18078,18137,1626,1581,1000,900,700,1000,0,1,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6807,146307,0.04652545674506346,0,0.48769,1.0005,M,0
70000,36,68699,69120,68376,30163,14310,15085,4483,12496,3268,3000,3000,2000,0,1,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28247,265753,0.10629042757748737,0,0.6327452380952381,0.9874285714285714,M,0
310000,27,115126,105687,102306,93929,87681,73479,5222,5197,4000,5000,3980,3271,0,1,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26670,578208,0.04612526979910344,0,0.31086451612903226,0.3713741935483871,M,0
60000,30,46138,44832,47830,48458,47176,47461,0,4000,2000,0,2000,1700,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9700,281895,0.034409975345430034,0,0.7830416666666666,0.8076333333333333,M,1
170000,50,10072,2417,199,1628,0,4968,2417,199,1628,0,4968,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,9212,19284,0.4777017216345157,0,0.018905882352941175,0.05924705882352941,M,0
560000,43,168211,139873,142391,145345,148177,139831,5060,4827,4974,4942,4573,4074,1,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,28450,883828,0.03218952103803002,0,0.2630440476190476,0.3003767857142857,M,0
20000,31,0,184,184,5932,7725,7679,184,0,5924,2000,2451,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,10559,21704,0.48650018429782527,0,0.18086666666666668,0.38625,M,0
140000,30,0,0,0,0,0,1122,0,0,0,0,1122,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1122,1122,1.0,0,0.0013357142857142858,0.008014285714285715,M,0
180000,49,56677,35062,32721,32627,28272,26984,1600,1600,1500,1000,968,1000,0,1,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7668,212343,0.03611138582387929,0,0.1966138888888889,0.3148722222222222,M,0
110000,25,2729,4382,1972,1426,5660,5660,4340,5,1426,5660,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,11431,21829,0.5236611846626048,0,0.03307424242424242,0.051454545454545454,M,1
70000,24,67897,62826,62595,40327,48673,46158,3000,2916,2004,15006,3000,2200,0,1,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28126,328476,0.08562573825789403,0,0.7820857142857143,0.9699571428571429,M,0
180000,36,21494,25600,0,0,36565,37353,5000,0,0,36565,1548,1000,0,1,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,44113,121012,0.36453409579215285,0,0.11204814814814816,0.20751666666666665,M,0
280000,50,327918,321476,314931,176439,154010,134334,0,0,500,0,6267,2257,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,2,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,9024,1429108,0.006314428300730246,0,0.8506595238095238,1.1711357142857144,M,0
360000,36,4279,9398,26510,50810,20800,0,9398,26510,51109,2080,0,10080,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,99177,111797,0.8871168278218556,0,0.051757870370370364,0.1411388888888889,M,0
340000,62,509365,522309,534137,466565,466774,471573,20309,20137,16565,16774,21573,21000,0,1,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,116358,2970723,0.03916824288228825,0,1.4562367647058823,1.5709911764705882,M,0
290000,45,664,0,632,0,3152,316,0,632,0,3152,316,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,4100,4764,0.8606213266162889,0,0.0027379310344827585,0.01086896551724138,M,0
230000,28,12089,2306,13827,11686,46963,15962,2306,13835,11686,46963,15962,1596,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,92348,102833,0.8980385673859559,0,0.07451666666666666,0.20418695652173913,M,0
60000,29,55064,57833,9479,0,0,0,5000,1033,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,6033,122376,0.04929888213375171,0,0.3399333333333333,0.9638833333333333,M,0
470000,35,211775,218246,218615,221365,137387,201955,9883,6000,6194,30364,100018,4817,1,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,157276,1209343,0.13005077963820025,0,0.4288450354609929,0.4709893617021277,M,0
200000,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0.0,0.0,M,1
320000,32,752,169,1940,0,0,0,0,1948,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,1,1,1948,2861,0.6808808109052779,0,0.0014901041666666667,0.0060625,M,1
250000,39,20461,22813,24063,24886,26446,20301,3000,2000,1500,2000,2000,3000,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13500,138970,0.09714326833129452,0,0.09264666666666667,0.105784,M,0
20000,27,42784,41009,44267,47149,48497,14774,3000,5000,10000,3011,2011,2011,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,25033,238480,0.1049689701442469,0,1.9873333333333332,2.42485,M,0
50000,38,31304,33479,34617,35735,37154,38380,3000,2000,2000,2000,2000,2000,1,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13000,210669,0.06170817728284655,0,0.70223,0.7676,M,0
210000,26,120098,121222,117783,120126,122643,125123,4500,0,4302,4455,4523,4516,0,1,0,1,0,0,0,0,0,0,0,1,0,3,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,22296,726995,0.030668711614247692,0,0.5769801587301587,0.5958238095238095,M,0
400000,46,113125,98056,141712,123382,125687,128018,8000,128000,5000,5000,5000,5000,1,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,156000,729980,0.21370448505438505,0,0.3041583333333333,0.35428,M,0
490000,49,19107,10190,10149,76760,8879,16705,10238,10191,77163,8921,16786,27662,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,150961,141790,1.0646801608011849,0,0.04822789115646259,0.1566530612244898,M,0
120000,29,8318,2730,3647,10730,1835,5843,0,3647,10752,0,5658,6928,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,26985,33103,0.8151829139352929,0,0.04597638888888889,0.08941666666666667,M,0
240000,27,3293,9051,2804,3958,12157,3874,9079,2804,3958,12157,3874,937,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,32809,35137,0.9337450550701539,0,0.024400694444444447,0.05065416666666667,M,0
200000,29,3773,3990,9048,4700,800,4082,4029,9048,4700,800,4082,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,22659,26393,0.8585230932444209,0,0.021994166666666665,0.04524,M,0
250000,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0.0,0.0,M,1
180000,29,115191,117488,118504,119034,-966,-966,5700,4400,2500,937,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,13537,468285,0.028907609682138014,0,0.43359722222222224,0.6613,M,0
20000,36,19597,35869,9066,309,3019,16496,1503,2036,309,3100,16890,500,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,24338,84356,0.28851533975058086,0,0.7029666666666667,1.79345,M,0
440000,32,339410,324469,324109,287932,287892,276902,11500,11129,10300,11098,11200,12000,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,67227,1840714,0.036522240826114216,0,0.6972401515151515,0.7713863636363636,M,0
140000,39,1007,3680,4214,3790,3357,3426,3685,4214,76,67,69,1376,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,9487,19474,0.4871623703399404,0,0.023183333333333334,0.0301,M,0
390000,35,42286,30038,27402,28352,28066,28215,2389,2414,2378,892,925,938,0,1,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9936,184359,0.05389484646803248,0,0.07878589743589744,0.10842564102564102,M,0
100000,41,95326,97972,99147,74548,76284,77841,4825,4600,3000,2940,3000,3000,0,1,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21365,521118,0.0409983919189128,0,0.86853,0.99147,M,0
60000,30,26324,27471,28108,21993,19899,19771,1576,1213,648,768,1140,0,1,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5345,143566,0.03723026343284622,0,0.39879444444444445,0.46846666666666664,M,1
70000,48,8439,7606,8638,1230,390,890,1188,2000,1230,390,890,215,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,5913,27193,0.21744566616408634,0,0.0647452380952381,0.1234,M,0
20000,22,16233,20547,20542,19572,20437,19994,5383,660,0,1538,0,2658,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10239,117325,0.08727040272746645,0,0.9777083333333334,1.02735,M,1
200000,36,175353,150969,153856,156401,159300,160571,25001,5701,5576,6009,5811,6156,1,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54254,956450,0.056724345234983535,0,0.7970416666666668,0.876765,M,1
260000,38,8000,8000,8000,8000,24406,18043,8000,8000,8000,24406,2000,389,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,50795,74449,0.6822791441120767,0,0.04772371794871794,0.09386923076923077,M,0
50000,33,25922,25154,16820,15860,16179,16915,55,4500,800,582,1000,634,0,1,0,0,0,1,0,0,0,0,0,1,0,2,1,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7571,116850,0.06479246897732135,0,0.3895,0.51844,M,0
260000,53,73223,66672,64075,63922,60089,53326,2001,2048,2129,1660,1568,1997,1,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11403,381307,0.02990503714854435,0,0.24442756410256408,0.28162692307692305,M,0
120000,31,82683,83075,75735,62511,62179,60981,4445,4020,3000,5700,0,2500,0,1,0,1,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,19665,427164,0.04603618282439531,0,0.5932833333333334,0.6922916666666666,M,0
180000,24,64800,66747,67227,68398,70409,71408,4000,2600,2000,3000,2025,4791,0,1,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18416,408989,0.04502810589037847,0,0.3786935185185185,0.3967111111111111,M,0
10000,37,-265,-265,5235,5007,4779,7680,0,5500,0,0,3000,2000,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,10500,22171,0.4735916287041631,0,0.36951666666666666,0.768,M,1
390000,39,359641,283210,240876,190709,191162,195336,11100,13163,8349,6840,7252,7800,0,1,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54504,1460934,0.03730764018087059,0,0.6243307692307692,0.9221564102564103,M,0
180000,38,9705,2170,0,0,0,0,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1000,11875,0.08421052631578947,0,0.01099537037037037,0.05391666666666667,M,0
200000,44,65520,0,0,0,0,17480,0,0,0,0,17480,76220,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,1,93700,83000,1.1289156626506025,0,0.06916666666666667,0.3276,M,0
20000,29,14492,15759,17371,17873,18073,10817,1500,2000,651,500,1000,500,1,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6151,94385,0.06516925358902367,0,0.7865416666666667,0.90365,M,0
30000,30,28720,27977,27248,29281,28511,30952,0,0,2800,0,2900,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5700,172689,0.03300731372583083,0,0.9593833333333334,1.0317333333333334,M,0
70000,26,23409,23174,26103,28342,24894,25272,3003,5106,4026,755,1029,5303,0,1,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19222,151194,0.1271346746564017,0,0.3599857142857143,0.4048857142857143,M,1
400000,46,43405,39802,37115,39907,35061,35969,15000,15000,10000,15000,20000,20000,0,1,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95000,231259,0.4107948231203975,0,0.09635791666666665,0.1085125,M,0
30000,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0.0,0.0,M,0
20000,25,1000,0,16668,16105,16496,16872,0,25464,0,800,800,800,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,1,1,27864,67141,0.4150072236040571,0,0.5595083333333333,0.8436,M,0
20000,22,17456,16896,16345,15785,17018,18736,0,0,0,1500,2000,2000,1,0,0,0,1,0,0,0,0,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,5500,102236,0.05379709691302477,0,0.8519666666666666,0.9368,M,1
